Datum,Warengruppe,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,id,Umsatz,Wochentag,Monat,IstWochenende,Feiertag,Ferienzeit
2013-07-08,3,0.0,22.725,10.0,5,0.0,1307083,195.158794309303,0,7,0,0,1
2013-07-08,4,0.0,22.725,10.0,5,0.0,1307084,49.5000238633042,0,7,0,0,1
2013-07-08,5,0.0,22.725,10.0,5,0.0,1307085,285.233382496522,0,7,0,0,1
2013-07-08,6,0.0,22.725,10.0,5,0.0,1307086,0.0,0,7,0,0,1
2013-07-09,1,0.0,23.275,8.0,-1,0.0,1307091,136.048382778344,1,7,0,0,1
2013-07-09,2,0.0,23.275,8.0,-1,0.0,1307092,585.957264698849,1,7,0,0,1
2013-07-09,3,0.0,23.275,8.0,-1,0.0,1307093,245.808338509722,1,7,0,0,1
2013-07-09,4,0.0,23.275,8.0,-1,0.0,1307094,75.2089975834558,1,7,0,0,1
2013-07-09,5,0.0,23.275,8.0,-1,0.0,1307095,342.089345776475,1,7,0,0,1
2013-07-09,6,0.0,23.275,8.0,-1,0.0,1307096,0.0,1,7,0,0,1
2013-07-10,1,2.0,19.6875,13.0,5,0.0,1307101,135.132314289581,2,7,0,0,1
2013-07-10,2,2.0,19.6875,13.0,5,0.0,1307102,567.365764527953,2,7,0,0,1
2013-07-10,3,2.0,19.6875,13.0,5,0.0,1307103,265.109142544045,2,7,0,0,1
2013-07-10,4,2.0,19.6875,13.0,5,0.0,1307104,73.8056511129258,2,7,0,0,1
2013-07-10,5,2.0,19.6875,13.0,5,0.0,1307105,343.353066508123,2,7,0,0,1
2013-07-10,6,2.0,19.6875,13.0,5,0.0,1307106,0.0,2,7,0,0,1
2013-07-11,1,0.0,21.375,12.0,5,0.0,1307111,138.549392636714,3,7,0,0,1
2013-07-11,2,0.0,21.375,12.0,5,0.0,1307112,569.109374584873,3,7,0,0,1
2013-07-11,3,0.0,21.375,12.0,5,0.0,1307113,234.65807920749,3,7,0,0,1
2013-07-11,4,0.0,21.375,12.0,5,0.0,1307114,68.6330279122302,3,7,0,0,1
2013-07-11,5,0.0,21.375,12.0,5,0.0,1307115,315.911756962233,3,7,0,0,1
2013-07-11,6,0.0,21.375,12.0,5,0.0,1307116,0.0,3,7,0,0,1
2013-07-12,1,0.0,20.2875,7.0,-1,0.0,1307121,101.447511461298,4,7,0,0,1
2013-07-12,2,0.0,20.2875,7.0,-1,0.0,1307122,600.267914678783,4,7,0,0,1
2013-07-12,3,0.0,20.2875,7.0,-1,0.0,1307123,290.199097765019,4,7,0,0,1
2013-07-12,4,0.0,20.2875,7.0,-1,0.0,1307124,0.0,4,7,0,0,1
2013-07-12,5,0.0,20.2875,7.0,-1,0.0,1307125,362.802489634211,4,7,0,0,1
2013-07-12,6,0.0,20.2875,7.0,-1,0.0,1307126,0.0,4,7,0,0,1
2013-07-13,1,1.0,20.125,12.0,-1,0.0,1307131,141.233309883732,5,7,1,0,1
2013-07-13,2,1.0,20.125,12.0,-1,0.0,1307132,747.140776382576,5,7,1,0,1
2013-07-13,3,1.0,20.125,12.0,-1,0.0,1307133,340.046632736531,5,7,1,0,1
2013-07-13,4,1.0,20.125,12.0,-1,0.0,1307134,74.2744737887665,5,7,1,0,1
2013-07-13,5,1.0,20.125,12.0,-1,0.0,1307135,359.166188843392,5,7,1,0,1
2013-07-13,6,1.0,20.125,12.0,-1,0.0,1307136,0.0,5,7,1,0,1
2013-07-14,1,5.0,17.6875,15.0,5,0.0,1307141,112.524365708762,6,7,1,0,1
2013-07-14,2,5.0,17.6875,15.0,5,0.0,1307142,777.048841669282,6,7,1,0,1
2013-07-14,3,5.0,17.6875,15.0,5,0.0,1307143,320.626816189556,6,7,1,0,1
2013-07-14,4,5.0,17.6875,15.0,5,0.0,1307144,115.271617188867,6,7,1,0,1
2013-07-14,5,5.0,17.6875,15.0,5,0.0,1307145,461.082124524619,6,7,1,0,1
2013-07-14,6,5.0,17.6875,15.0,5,0.0,1307146,0.0,6,7,1,0,1
2013-07-15,1,6.0,18.7375,12.0,-1,0.0,1307151,161.264677322182,0,7,0,0,1
2013-07-15,2,6.0,18.7375,12.0,-1,0.0,1307152,596.995099998235,0,7,0,0,1
2013-07-15,3,6.0,18.7375,12.0,-1,0.0,1307153,243.526401440661,0,7,0,0,1
2013-07-15,4,6.0,18.7375,12.0,-1,0.0,1307154,99.4935305857439,0,7,0,0,1
2013-07-15,5,6.0,18.7375,12.0,-1,0.0,1307155,380.68369651152,0,7,0,0,1
2013-07-15,6,6.0,18.7375,12.0,-1,0.0,1307156,0.0,0,7,0,0,1
2013-07-16,1,1.0,21.1875,10.0,-1,0.0,1307161,116.821358174215,1,7,0,0,1
2013-07-16,2,1.0,21.1875,10.0,-1,0.0,1307162,558.797138274201,1,7,0,0,1
2013-07-16,3,1.0,21.1875,10.0,-1,0.0,1307163,287.415464972525,1,7,0,0,1
2013-07-16,4,1.0,21.1875,10.0,-1,0.0,1307164,91.7796976081033,1,7,0,0,1
2013-07-16,5,1.0,21.1875,10.0,-1,0.0,1307165,320.43533597922,1,7,0,0,1
2013-07-16,6,1.0,21.1875,10.0,-1,0.0,1307166,0.0,1,7,0,0,1
2013-07-17,1,5.0,22.5125,8.0,-1,0.0,1307171,150.572919592838,2,7,0,0,1
2013-07-17,2,5.0,22.5125,8.0,-1,0.0,1307172,628.325718978073,2,7,0,0,1
2013-07-17,3,5.0,22.5125,8.0,-1,0.0,1307173,301.777437970497,2,7,0,0,1
2013-07-17,4,5.0,22.5125,8.0,-1,0.0,1307174,0.0,2,7,0,0,1
2013-07-17,5,5.0,22.5125,8.0,-1,0.0,1307175,396.99424714406,2,7,0,0,1
2013-07-17,6,5.0,22.5125,8.0,-1,0.0,1307176,0.0,2,7,0,0,1
2013-07-18,1,1.0,23.25,11.0,5,0.0,1307181,101.90072129658,3,7,0,0,1
2013-07-18,2,1.0,23.25,11.0,5,0.0,1307182,647.822253705942,3,7,0,0,1
2013-07-18,3,1.0,23.25,11.0,5,0.0,1307183,250.426586853024,3,7,0,0,1
2013-07-18,4,1.0,23.25,11.0,5,0.0,1307184,89.2058404577425,3,7,0,0,1
2013-07-18,5,1.0,23.25,11.0,5,0.0,1307185,300.398790118057,3,7,0,0,1
2013-07-18,6,1.0,23.25,11.0,5,0.0,1307186,0.0,3,7,0,0,1
2013-07-19,1,3.0,22.475,16.0,5,0.0,1307191,161.63511518654,4,7,0,0,1
2013-07-19,2,3.0,22.475,16.0,5,0.0,1307192,646.788959790823,4,7,0,0,1
2013-07-19,3,3.0,22.475,16.0,5,0.0,1307193,287.18828629416,4,7,0,0,1
2013-07-19,4,3.0,22.475,16.0,5,0.0,1307194,62.0636098816993,4,7,0,0,1
2013-07-19,5,3.0,22.475,16.0,5,0.0,1307195,369.400389277533,4,7,0,0,1
2013-07-19,6,3.0,22.475,16.0,5,0.0,1307196,0.0,4,7,0,0,1
2013-07-20,1,0.0,23.1875,8.0,-1,0.0,1307201,134.328076682024,5,7,1,0,1
2013-07-20,2,0.0,23.1875,8.0,-1,0.0,1307202,843.051280035386,5,7,1,0,1
2013-07-20,3,0.0,23.1875,8.0,-1,0.0,1307203,394.765674710477,5,7,1,0,1
2013-07-20,4,0.0,23.1875,8.0,-1,0.0,1307204,69.9369965472912,5,7,1,0,1
2013-07-20,5,0.0,23.1875,8.0,-1,0.0,1307205,346.154004294146,5,7,1,0,1
2013-07-20,6,0.0,23.1875,8.0,-1,0.0,1307206,0.0,5,7,1,0,1
2013-07-21,1,0.0,26.375,8.0,-1,0.0,1307211,66.2887578161955,6,7,1,0,1
2013-07-21,2,0.0,26.375,8.0,-1,0.0,1307212,815.942264195776,6,7,1,0,1
2013-07-21,3,0.0,26.375,8.0,-1,0.0,1307213,346.658236387984,6,7,1,0,1
2013-07-21,4,0.0,26.375,8.0,-1,0.0,1307214,82.6826868784511,6,7,1,0,1
2013-07-21,5,0.0,26.375,8.0,-1,0.0,1307215,287.443788531561,6,7,1,0,1
2013-07-21,6,0.0,26.375,8.0,-1,0.0,1307216,0.0,6,7,1,0,1
2013-07-22,1,0.0,26.1,9.0,-1,0.0,1307221,131.223948997842,0,7,0,0,1
2013-07-22,2,0.0,26.1,9.0,-1,0.0,1307222,647.682748973215,0,7,0,0,1
2013-07-22,3,0.0,26.1,9.0,-1,0.0,1307223,297.712614415266,0,7,0,0,1
2013-07-22,4,0.0,26.1,9.0,-1,0.0,1307224,99.3353908053911,0,7,0,0,1
2013-07-22,5,0.0,26.1,9.0,-1,0.0,1307225,356.484067206325,0,7,0,0,1
2013-07-22,6,0.0,26.1,9.0,-1,0.0,1307226,0.0,0,7,0,0,1
2013-07-23,1,0.0,24.95,12.0,-1,0.0,1307231,110.315246796665,1,7,0,0,1
2013-07-23,2,0.0,24.95,12.0,-1,0.0,1307232,691.043662205889,1,7,0,0,1
2013-07-23,3,0.0,24.95,12.0,-1,0.0,1307233,323.301431663341,1,7,0,0,1
2013-07-23,4,0.0,24.95,12.0,-1,0.0,1307234,70.5290024618065,1,7,0,0,1
2013-07-23,5,0.0,24.95,12.0,-1,0.0,1307235,316.29681714496,1,7,0,0,1
2013-07-23,6,0.0,24.95,12.0,-1,0.0,1307236,0.0,1,7,0,0,1
2013-07-24,1,3.0,24.075,11.0,-1,0.0,1307241,141.891908195545,2,7,0,0,1
2013-07-24,2,3.0,24.075,11.0,-1,0.0,1307242,698.340862077002,2,7,0,0,1
2013-07-24,3,3.0,24.075,11.0,-1,0.0,1307243,328.023102507764,2,7,0,0,1
2013-07-24,4,3.0,24.075,11.0,-1,0.0,1307244,83.5816326885927,2,7,0,0,1
2013-07-24,5,3.0,24.075,11.0,-1,0.0,1307245,327.339400651794,2,7,0,0,1
2013-07-24,6,3.0,24.075,11.0,-1,0.0,1307246,0.0,2,7,0,0,1
2013-07-25,1,2.0,23.0875,9.0,-1,0.0,1307251,167.701216640907,3,7,0,0,1
2013-07-25,2,2.0,23.0875,9.0,-1,0.0,1307252,681.250768331783,3,7,0,0,1
2013-07-25,3,2.0,23.0875,9.0,-1,0.0,1307253,280.809721012322,3,7,0,0,1
2013-07-25,4,2.0,23.0875,9.0,-1,0.0,1307254,65.8902979709521,3,7,0,0,1
2013-07-25,5,2.0,23.0875,9.0,-1,0.0,1307255,303.192537586556,3,7,0,0,1
2013-07-25,6,2.0,23.0875,9.0,-1,0.0,1307256,0.0,3,7,0,0,1
2013-07-26,1,3.0,27.2625,6.0,-1,0.0,1307261,147.272084366206,4,7,0,0,1
2013-07-26,2,3.0,27.2625,6.0,-1,0.0,1307262,718.016648132155,4,7,0,0,1
2013-07-26,3,3.0,27.2625,6.0,-1,0.0,1307263,352.293883343641,4,7,0,0,1
2013-07-26,4,3.0,27.2625,6.0,-1,0.0,1307264,53.1984562311259,4,7,0,0,1
2013-07-26,5,3.0,27.2625,6.0,-1,0.0,1307265,331.522091778847,4,7,0,0,1
2013-07-26,6,3.0,27.2625,6.0,-1,0.0,1307266,0.0,4,7,0,0,1
2013-07-27,1,1.0,26.1625,10.0,-1,0.0,1307271,161.403357795112,5,7,1,0,1
2013-07-27,2,1.0,26.1625,10.0,-1,0.0,1307272,855.619095347599,5,7,1,0,1
2013-07-27,3,1.0,26.1625,10.0,-1,0.0,1307273,382.965879977945,5,7,1,0,1
2013-07-27,4,1.0,26.1625,10.0,-1,0.0,1307274,0.0,5,7,1,0,1
2013-07-27,5,1.0,26.1625,10.0,-1,0.0,1307275,358.892714466409,5,7,1,0,1
2013-07-27,6,1.0,26.1625,10.0,-1,0.0,1307276,0.0,5,7,1,0,1
2013-07-28,1,4.0,24.8875,13.0,61,0.0,1307281,86.0791432446654,6,7,1,0,1
2013-07-28,2,4.0,24.8875,13.0,61,0.0,1307282,871.802546455837,6,7,1,0,1
2013-07-28,3,4.0,24.8875,13.0,61,0.0,1307283,360.096105223697,6,7,1,0,1
2013-07-28,4,4.0,24.8875,13.0,61,0.0,1307284,0.0,6,7,1,0,1
2013-07-28,5,4.0,24.8875,13.0,61,0.0,1307285,437.824795495097,6,7,1,0,1
2013-07-28,6,4.0,24.8875,13.0,61,0.0,1307286,0.0,6,7,1,0,1
2013-07-29,1,1.0,22.7875,10.0,-1,0.0,1307291,183.564164400591,0,7,0,0,1
2013-07-29,2,1.0,22.7875,10.0,-1,0.0,1307292,672.50214523923,0,7,0,0,1
2013-07-29,3,1.0,22.7875,10.0,-1,0.0,1307293,356.033434735079,0,7,0,0,1
2013-07-29,4,1.0,22.7875,10.0,-1,0.0,1307294,0.0,0,7,0,0,1
2013-07-29,5,1.0,22.7875,10.0,-1,0.0,1307295,368.951029057165,0,7,0,0,1
2013-07-29,6,1.0,22.7875,10.0,-1,0.0,1307296,0.0,0,7,0,0,1
2013-07-30,1,5.0,21.075,13.0,21,0.0,1307301,132.111640117897,1,7,0,0,1
2013-07-30,2,5.0,21.075,13.0,21,0.0,1307302,690.117757120039,1,7,0,0,1
2013-07-30,3,5.0,21.075,13.0,21,0.0,1307303,354.531775116541,1,7,0,0,1
2013-07-30,4,5.0,21.075,13.0,21,0.0,1307304,0.0,1,7,0,0,1
2013-07-30,5,5.0,21.075,13.0,21,0.0,1307305,424.086156965952,1,7,0,0,1
2013-07-30,6,5.0,21.075,13.0,21,0.0,1307306,0.0,1,7,0,0,1
2013-07-31,1,5.0,20.275,16.0,65,0.0,1307311,144.745431773143,2,7,0,0,1
2013-07-31,2,5.0,20.275,16.0,65,0.0,1307312,667.842224335937,2,7,0,0,1
2013-07-31,3,5.0,20.275,16.0,65,0.0,1307313,321.075920611583,2,7,0,0,1
2013-07-31,4,5.0,20.275,16.0,65,0.0,1307314,0.0,2,7,0,0,1
2013-07-31,5,5.0,20.275,16.0,65,0.0,1307315,426.985804024935,2,7,0,0,1
2013-07-31,6,5.0,20.275,16.0,65,0.0,1307316,0.0,2,7,0,0,1
2013-08-01,1,6.0,23.4,7.0,21,0.0,1308011,157.854023011106,3,8,0,0,1
2013-08-01,2,6.0,23.4,7.0,21,0.0,1308012,667.213719343287,3,8,0,0,1
2013-08-01,3,6.0,23.4,7.0,21,0.0,1308013,304.830310037868,3,8,0,0,1
2013-08-01,4,6.0,23.4,7.0,21,0.0,1308014,60.5614573229725,3,8,0,0,1
2013-08-01,5,6.0,23.4,7.0,21,0.0,1308015,322.294307178179,3,8,0,0,1
2013-08-01,6,6.0,23.4,7.0,21,0.0,1308016,0.0,3,8,0,0,1
2013-08-02,1,0.0,31.4375,7.0,-1,0.0,1308021,117.359342094889,4,8,0,0,1
2013-08-02,2,0.0,31.4375,7.0,-1,0.0,1308022,689.695100983376,4,8,0,0,1
2013-08-02,3,0.0,31.4375,7.0,-1,0.0,1308023,379.526700654912,4,8,0,0,1
2013-08-02,4,0.0,31.4375,7.0,-1,0.0,1308024,68.1222020855149,4,8,0,0,1
2013-08-02,5,0.0,31.4375,7.0,-1,0.0,1308025,282.371517214865,4,8,0,0,1
2013-08-02,6,0.0,31.4375,7.0,-1,0.0,1308026,0.0,4,8,0,0,1
2013-08-03,1,4.0,23.3625,11.0,63,0.0,1308031,186.027178770079,5,8,1,0,1
2013-08-03,2,4.0,23.3625,11.0,63,0.0,1308032,930.801703150498,5,8,1,0,1
2013-08-03,3,4.0,23.3625,11.0,63,0.0,1308033,454.705780795563,5,8,1,0,1
2013-08-03,4,4.0,23.3625,11.0,63,0.0,1308034,51.2749992906831,5,8,1,0,1
2013-08-03,5,4.0,23.3625,11.0,63,0.0,1308035,399.283316370115,5,8,1,0,1
2013-08-03,6,4.0,23.3625,11.0,63,0.0,1308036,0.0,5,8,1,0,1
2013-08-04,1,3.0,23.05,8.0,-1,0.0,1308041,104.708216687715,6,8,1,0,0
2013-08-04,2,3.0,23.05,8.0,-1,0.0,1308042,862.752429028985,6,8,1,0,0
2013-08-04,3,3.0,23.05,8.0,-1,0.0,1308043,382.85648750844,6,8,1,0,0
2013-08-04,4,3.0,23.05,8.0,-1,0.0,1308044,67.1568816245378,6,8,1,0,0
2013-08-04,5,3.0,23.05,8.0,-1,0.0,1308045,461.704848992483,6,8,1,0,0
2013-08-04,6,3.0,23.05,8.0,-1,0.0,1308046,0.0,6,8,1,0,0
2013-08-05,1,0.0,25.8,10.0,-1,0.0,1308051,146.775309890073,0,8,0,0,0
2013-08-05,2,0.0,25.8,10.0,-1,0.0,1308052,520.947179812455,0,8,0,0,0
2013-08-05,3,0.0,25.8,10.0,-1,0.0,1308053,331.615355447409,0,8,0,0,0
2013-08-05,4,0.0,25.8,10.0,-1,0.0,1308054,0.0,0,8,0,0,0
2013-08-05,5,0.0,25.8,10.0,-1,0.0,1308055,354.247243408463,0,8,0,0,0
2013-08-05,6,0.0,25.8,10.0,-1,0.0,1308056,0.0,0,8,0,0,0
2013-08-06,1,5.0,22.225,13.0,-1,0.0,1308061,131.956277381283,1,8,0,0,0
2013-08-06,2,5.0,22.225,13.0,-1,0.0,1308062,498.920948322354,1,8,0,0,0
2013-08-06,3,5.0,22.225,13.0,-1,0.0,1308063,344.104806694018,1,8,0,0,0
2013-08-06,4,5.0,22.225,13.0,-1,0.0,1308064,69.705360420462,1,8,0,0,0
2013-08-06,5,5.0,22.225,13.0,-1,0.0,1308065,441.521507016938,1,8,0,0,0
2013-08-06,6,5.0,22.225,13.0,-1,0.0,1308066,0.0,1,8,0,0,0
2013-08-07,1,4.0,19.2125,8.0,-1,0.0,1308071,160.593417296116,2,8,0,0,0
2013-08-07,2,4.0,19.2125,8.0,-1,0.0,1308072,519.197204695832,2,8,0,0,0
2013-08-07,3,4.0,19.2125,8.0,-1,0.0,1308073,341.483544581514,2,8,0,0,0
2013-08-07,4,4.0,19.2125,8.0,-1,0.0,1308074,83.1094116270633,2,8,0,0,0
2013-08-07,5,4.0,19.2125,8.0,-1,0.0,1308075,423.850318191533,2,8,0,0,0
2013-08-07,6,4.0,19.2125,8.0,-1,0.0,1308076,0.0,2,8,0,0,0
2013-08-08,1,7.0,16.975,12.0,20,0.0,1308081,153.099424561652,3,8,0,0,0
2013-08-08,2,7.0,16.975,12.0,20,0.0,1308082,486.25509543792,3,8,0,0,0
2013-08-08,3,7.0,16.975,12.0,20,0.0,1308083,298.005519792868,3,8,0,0,0
2013-08-08,4,7.0,16.975,12.0,20,0.0,1308084,96.7720958104522,3,8,0,0,0
2013-08-08,5,7.0,16.975,12.0,20,0.0,1308085,464.87537153539,3,8,0,0,0
2013-08-08,6,7.0,16.975,12.0,20,0.0,1308086,0.0,3,8,0,0,0
2013-08-09,1,4.0,20.3375,10.0,21,0.0,1308091,125.620344387906,4,8,0,0,0
2013-08-09,2,4.0,20.3375,10.0,21,0.0,1308092,539.975155104136,4,8,0,0,0
2013-08-09,3,4.0,20.3375,10.0,21,0.0,1308093,328.22992428157,4,8,0,0,0
2013-08-09,4,4.0,20.3375,10.0,21,0.0,1308094,81.4817797241125,4,8,0,0,0
2013-08-09,5,4.0,20.3375,10.0,21,0.0,1308095,450.085987485785,4,8,0,0,0
2013-08-09,6,4.0,20.3375,10.0,21,0.0,1308096,0.0,4,8,0,0,0
2013-08-10,1,7.0,19.3625,12.0,61,0.0,1308101,185.177162656408,5,8,1,0,0
2013-08-10,2,7.0,19.3625,12.0,61,0.0,1308102,614.511830668785,5,8,1,0,0
2013-08-10,3,7.0,19.3625,12.0,61,0.0,1308103,351.617029216224,5,8,1,0,0
2013-08-10,4,7.0,19.3625,12.0,61,0.0,1308104,59.9811123644503,5,8,1,0,0
2013-08-10,5,7.0,19.3625,12.0,61,0.0,1308105,450.993337129113,5,8,1,0,0
2013-08-10,6,7.0,19.3625,12.0,61,0.0,1308106,0.0,5,8,1,0,0
2013-08-11,1,7.0,16.3875,9.0,61,0.0,1308111,73.2088330039992,6,8,1,0,0
2013-08-11,2,7.0,16.3875,9.0,61,0.0,1308112,666.9113081568,6,8,1,0,0
2013-08-11,3,7.0,16.3875,9.0,61,0.0,1308113,341.033029953849,6,8,1,0,0
2013-08-11,4,7.0,16.3875,9.0,61,0.0,1308114,60.7087857619079,6,8,1,0,0
2013-08-11,5,7.0,16.3875,9.0,61,0.0,1308115,583.491717818235,6,8,1,0,0
2013-08-11,6,7.0,16.3875,9.0,61,0.0,1308116,0.0,6,8,1,0,0
2013-08-12,1,7.0,16.45,11.0,63,0.0,1308121,154.504729536697,0,8,0,0,0
2013-08-12,2,7.0,16.45,11.0,63,0.0,1308122,510.019126480035,0,8,0,0,0
2013-08-12,3,7.0,16.45,11.0,63,0.0,1308123,253.6233554703,0,8,0,0,0
2013-08-12,4,7.0,16.45,11.0,63,0.0,1308124,97.7406166426712,0,8,0,0,0
2013-08-12,5,7.0,16.45,11.0,63,0.0,1308125,356.026341718574,0,8,0,0,0
2013-08-12,6,7.0,16.45,11.0,63,0.0,1308126,0.0,0,8,0,0,0
2013-08-13,1,3.0,16.4,16.0,95,0.0,1308131,134.064451548102,1,8,0,0,0
2013-08-13,2,3.0,16.4,16.0,95,0.0,1308132,535.403212817658,1,8,0,0,0
2013-08-13,3,3.0,16.4,16.0,95,0.0,1308133,271.591283834177,1,8,0,0,0
2013-08-13,4,3.0,16.4,16.0,95,0.0,1308134,113.863641914766,1,8,0,0,0
2013-08-13,5,3.0,16.4,16.0,95,0.0,1308135,344.643463915453,1,8,0,0,0
2013-08-13,6,3.0,16.4,16.0,95,0.0,1308136,0.0,1,8,0,0,0
2013-08-14,1,4.0,18.2625,18.0,61,0.0,1308141,156.972510536869,2,8,0,0,0
2013-08-14,2,4.0,18.2625,18.0,61,0.0,1308142,520.123590697437,2,8,0,0,0
2013-08-14,3,4.0,18.2625,18.0,61,0.0,1308143,309.116290264651,2,8,0,0,0
2013-08-14,4,4.0,18.2625,18.0,61,0.0,1308144,105.567865241887,2,8,0,0,0
2013-08-14,5,4.0,18.2625,18.0,61,0.0,1308145,441.253111778104,2,8,0,0,0
2013-08-14,6,4.0,18.2625,18.0,61,0.0,1308146,0.0,2,8,0,0,0
2013-08-15,1,3.0,19.8,8.0,-1,0.0,1308151,164.763795399756,3,8,0,0,0
2013-08-15,2,3.0,19.8,8.0,-1,0.0,1308152,538.231262832354,3,8,0,0,0
2013-08-15,3,3.0,19.8,8.0,-1,0.0,1308153,266.575408936199,3,8,0,0,0
2013-08-15,4,3.0,19.8,8.0,-1,0.0,1308154,59.7561020638342,3,8,0,0,0
2013-08-15,5,3.0,19.8,8.0,-1,0.0,1308155,416.610037755781,3,8,0,0,0
2013-08-15,6,3.0,19.8,8.0,-1,0.0,1308156,0.0,3,8,0,0,0
2013-08-16,1,4.0,23.575,11.0,0,0.0,1308161,147.79799759804,4,8,0,0,0
2013-08-16,2,4.0,23.575,11.0,0,0.0,1308162,552.153714601025,4,8,0,0,0
2013-08-16,3,4.0,23.575,11.0,0,0.0,1308163,241.76897512804,4,8,0,0,0
2013-08-16,4,4.0,23.575,11.0,0,0.0,1308164,75.2564619591539,4,8,0,0,0
2013-08-16,5,4.0,23.575,11.0,0,0.0,1308165,344.468629393561,4,8,0,0,0
2013-08-16,6,4.0,23.575,11.0,0,0.0,1308166,0.0,4,8,0,0,0
2013-08-17,1,6.0,20.55,7.0,0,0.0,1308171,221.630418006017,5,8,1,0,0
2013-08-17,2,6.0,20.55,7.0,0,0.0,1308172,583.657434231324,5,8,1,0,0
